CSU,STS,FTS,FMU,CURRENT,TRO,TRO_DIFF,TRO_DIFF,label_name,label
32.055120481927716,10.459638554216868,23.411265060240964,1715.5364457831324,11024.9578313253,6.493012048192771,0.039879518072289157,0.039879518072289157,Normal,1
29.923863636363638,16.51284090909091,24.529204545454544,1855.2376136363637,11896.897727272728,6.383636363636364,0.07625,0.07625,Normal,1
29.881401273885352,16.817133757961784,24.067070063694267,1798.6758598726115,11549.96178343949,6.432929936305733,0.041847133757961785,0.041847133757961785,OUT_OF_WATER_STEEP,2
29.825616438356164,16.925205479452053,23.714383561643835,1667.4353424657534,10728.04109589041,6.2693150684931505,0.09397260273972603,0.09397260273972603,Normal,1
29.785172413793102,30.33948275862069,37.72568965517242,1819.0005172413794,13754.310344827587,6.807931034482759,0.06913793103448275,0.06913793103448275,STEEP_LABEL,4
27.83513432835821,23.770089552238804,26.86932338308458,717.1796815920397,5790.179104477612,6.802417910447762,0.005781094527363184,0.005781094527363184,Normal,1
28.01025,24.233416666666667,29.75825,1196.3170833333331,9945.841666666667,7.087833333333333,0.07658333333333332,0.07658333333333332,Normal,1
29.288282352941177,27.778870588235296,30.651600000000002,885.4877882352941,5712.762352941177,7.565529411764706,0.018188235294117647,0.018188235294117647,Normal,1
29.211813804173353,28.0384430176565,29.30473515248796,762.0748475120386,4571.598715890851,6.432263242375602,0.010658105939004814,0.010658105939004814,STEEP_LABEL,4
29.224867256637168,27.593805309734513,29.004601769911503,860.578628318584,5530.8893805309735,7.136327433628319,0.033938053097345135,0.033938053097345135,Normal,1
34.51123076923077,6.906461538461539,28.44376923076923,858.2172307692308,5515.992307692308,6.459846153846153,0.05253846153846154,0.05253846153846154,Normal,1
31.630000000000003,21.839125,38.226625,2276.009,13583.2125,6.563375000000001,0.077875,0.077875,Normal,1
31.657866666666667,22.259733333333333,37.882533333333335,2490.6576,10942.213333333333,6.8835999999999995,0.054400000000000004,0.054400000000000004,Normal,1
30.234229828850854,18.12650366748166,37.70386308068459,2091.3458435207826,12469.963325183375,6.593080684596577,0.016943765281173594,0.016943765281173594,OUT_OF_WATER_STEEP,2
32.451521739130435,30.14271739130435,38.30130434782608,2372.7010869565215,14151.815217391304,6.735652173913044,0.07391304347826087,0.07391304347826087,Normal,1
33.18256588072122,30.36796116504854,38.51854368932039,2292.8609153952843,13669.281553398057,6.7415117891816925,0.009167822468793344,0.009167822468793344,Normal,1
44.885333333333335,22.7532,38.06217777777778,2271.985288888889,13213.653333333334,7.0416,0.03151111111111111,0.03151111111111111,Normal,1
44.90010752688172,22.665591397849465,36.012473118279566,2177.706129032258,12667.924731182795,6.7401075268817205,0.07430107526881721,0.07430107526881721,Normal,1
31.248346456692914,20.39779527559055,36.02433070866142,2483.526535433071,14453.007874015748,6.911023622047244,0.05944881889763779,0.05944881889763779,Normal,1
24.179300911854103,8.127051671732524,35.03510638297872,2638.8066565349545,15362.16717325228,6.566778115501519,0.020607902735562313,0.020607902735562313,STEEP_LABEL,4
24.109463087248322,8.044630872483221,36.087114093959734,2684.6789261744966,15348.778523489933,6.83241610738255,0.04530201342281879,0.04530201342281879,Normal,1
24.168448275862072,8.132758620689655,36.03540229885057,2587.93816091954,15613.16091954023,6.473908045977011,0.040747126436781606,0.040747126436781606,Normal,1
24.19244680851064,8.181170212765958,36.43840425531915,2563.4838297872343,18409.808510638297,6.409148936170213,0.08585106382978723,0.08585106382978723,Normal,1
28.30424528301887,15.346415094339623,36.8445283018868,2348.886509433962,15992.301886792453,6.930000000000001,0.07103773584905661,0.07103773584905661,Normal,1
24.75883076923077,11.9064,36.087353846153846,2771.4583384615385,16128.64,6.89003076923077,0.021507692307692308,0.021507692307692308,Normal,1
27.713350649350648,17.493662337662336,35.20215584415585,1893.3386493506493,10511.0,6.556415584415584,0.016987012987012988,0.016987012987012988,Normal,1
23.852697674418604,9.934418604651164,34.21023255813953,2702.7011627906977,10511.0,6.804279069767442,0.03186046511627907,0.03186046511627907,Normal,1
30.11216560509554,18.52324840764331,36.04273885350319,2381.3308917197455,13401.0,7.107898089171975,0.04515923566878981,0.04515923566878981,Normal,1
35.34190243902439,11.53450406504065,35.87271544715447,2787.170195121951,12752.565853658536,6.649837398373984,0.011121951219512195,0.011121951219512195,Normal,1
35.46215909090909,11.250113636363636,35.67846590909091,2562.5985227272727,11919.835227272728,6.936647727272727,0.03789772727272727,0.03789772727272727,Normal,1
34.904710144927535,16.33753623188406,36.01855072463768,2553.1764492753623,12028.753623188406,6.708260869565217,0.05057971014492754,0.05057971014492754,Normal,1
33.81572839506173,14.927604938271605,36.6856049382716,2931.6502962962963,14717.27901234568,7.041728395061728,0.018074074074074076,0.018074074074074076,Normal,1
33.75295081967213,15.06360655737705,37.017377049180325,3010.2877049180324,16442.29508196721,7.190655737704918,0.06163934426229508,0.06163934426229508,Normal,1
33.81041666666667,14.908958333333333,36.595,2846.054166666667,15572.104166666666,7.1628125,0.075,0.075,Normal,1
